SEXO;FECHA_NACIMIENTO;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;DISCAPACIDAD;PERIODO_MATRICULA;FACULTAD;ESCUELA_PROFESIONAL;CICLO;NOTA_PROMEDIO;PERIODO_INGRESO;PERIODO_PRIMERA_MATRICULA;FECHA_MATRICULA;CREDITOS_MATRICULADOS
MASCULINO;19870514;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;8;9.24;2006-1;2006-1;20230926;19
MASCULINO;19961217;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;10.86;2019-1;2019-1;20230926;20
FEMENINO;19980720;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;6;9.96;2018-1;2018-1;20230926;22
MASCULINO;20010523;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;14.29;2022-1;2022-1;20230926;22
FEMENINO;20030327;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;5;13.04;2021-1;2022-1;20230926;22
MASCULINO;19980410;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;8;10.89;2018-1;2018-1;20230926;20
MASCULINO;19990514;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;7;12;2019-1;2019-1;20230926;25
MASCULINO;20030411;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;1;0;2023-1;2023-1;20230926;21
MASCULINO;19941205;50403;AYACUCHO;LA MAR;AYNA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;14.05;2022-1;2022-1;20230926;21
FEMENINO;19950331;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;9;10.31;2018-1;2018-1;20230926;20
MASCULINO;20030117;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;12.59;2022-1;2022-1;20230926;22
MASCULINO;20001209;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;7;10.78;2019-1;2019-1;20230926;21
MASCULINO;19930925;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;9.11;2017-1;2017-1;20230926;21
FEMENINO;20000426;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;2;14.18;2022-1;2022-1;20230926;22
FEMENINO;19990327;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;8;11.48;2019-1;2019-1;20230926;21
MASCULINO;19950224;50201;AYACUCHO;CANGALLO;CANGALLO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;6;9;2019-1;2019-1;20230926;10
MASCULINO;19971231;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;6;8.66;2019-1;2019-1;20230926;15
MASCULINO;20031107;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;1;0;2023-1;2023-1;20230926;21
MASCULINO;19980519;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;2;5.71;2018-1;2018-1;20230926;20
MASCULINO;19991029;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;8;11.11;2019-1;2019-1;20230926;22
MASCULINO;19940224;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;12.43;2015-1;2015-1;20230926;8
MASCULINO;20041112;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;11.4;2022-1;2022-1;20230926;22
MASCULINO;20000528;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;7;11.88;2019-1;2019-1;20230926;25
FEMENINO;19990215;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;4;12.46;2000-1;2022-1;20230926;22
FEMENINO;19990712;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;10.46;2018-1;2018-1;20230926;21
MASCULINO;19850226;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;4;2010-1;2010-1;20230926;7
FEMENINO;20010705;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;11.19;2021-1;2022-1;20230926;21
FEMENINO;20010118;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;15.21;2021-1;2022-1;20230926;15
MASCULINO;19990412;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;13.8;2022-1;2022-1;20230926;22
MASCULINO;20030831;50708;AYACUCHO;VICTOR FAJARDO;HUAYA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;1;0;2023-1;2023-1;20230926;22
MASCULINO;20030903;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
FEMENINO;20021202;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;12;2022-1;2022-1;20230926;21
MASCULINO;19971014;50802;AYACUCHO;HUANCA SANCOS;SACSAMARCA;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;7;11.95;2000-1;2022-1;20230926;22
MASCULINO;20010220;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;8;12.82;2019-1;2019-1;20230926;25
MASCULINO;19970101;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;6;8.4;2000-1;2022-1;20230926;11
MASCULINO;19970320;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;6;10.05;2018-1;2018-1;20230926;14
MASCULINO;20000616;70910;CUSCO;LA CONVENCION;PICHARI;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;5;0.5;2018-1;2018-1;20230926;15
FEMENINO;19990622;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;8;10.04;2018-1;2018-1;20230926;21
MASCULINO;20010531;50601;AYACUCHO;PARINACOCHAS;CORACORA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;8;10.93;2019-1;2019-1;20230926;22
MASCULINO;19991104;50401;AYACUCHO;LA MAR;SAN MIGUEL;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;12.25;2022-1;2022-1;20230926;21
MASCULINO;19950913;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;6;8.79;2017-1;2017-1;20230926;21
FEMENINO;20040304;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
MASCULINO;20000516;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;1;0;2023-1;2023-1;20230926;22
MASCULINO;20020619;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;12.4;2022-1;2022-1;20230926;22
FEMENINO;19970525;50109;AYACUCHO;HUAMANGA;VINCHOS;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;7;12.3;2017-1;2017-1;20230926;22
MASCULINO;19950619;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;8.61;2013-1;2022-1;20230926;18
MASCULINO;19920904;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;3;14.23;2022-1;2022-1;20230926;25
FEMENINO;20051204;50701;AYACUCHO;VICTOR FAJARDO;HUANCAPI;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;1;0;2023-1;2023-1;20230926;21
MASCULINO;20011215;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;1;0;2023-1;2023-1;20230926;22
FEMENINO;20001214;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;10.92;2018-1;2018-1;20230926;16
MASCULINO;19960406;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;14.14;2020-2;2022-1;20230926;21
FEMENINO;19941108;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;5;9.38;2011-1;2011-1;20230926;20
FEMENINO;20050501;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;1;0;2023-1;2023-1;20230926;22
MASCULINO;20020416;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;6;10.68;2000-1;2022-1;20230926;18
MASCULINO;19930514;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;11;2013-1;2013-1;20230926;9
MASCULINO;19961212;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;12;2016-1;2016-1;20230926;2
FEMENINO;20050121;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;1;0;2023-1;2023-1;20230926;21
FEMENINO;19970831;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;5;8.95;2018-1;2018-1;20230926;11
MASCULINO;19950725;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;12;2015-1;2015-1;20230926;4
MASCULINO;20001004;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;12.09;2021-1;2022-1;20230926;18
MASCULINO;19980618;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;11;13.83;2016-1;2016-1;20230926;12
MASCULINO;19930129;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;12.82;2015-1;2015-1;20230926;2
MASCULINO;20021016;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;13.57;2022-1;2022-1;20230926;17
MASCULINO;20001101;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;3;9.89;2020-2;2022-1;20230926;12
MASCULINO;19990410;50406;AYACUCHO;LA MAR;TAMBO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;11.8;2018-1;2018-1;20230926;22
MASCULINO;19930617;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;13;2011-1;2011-1;20230926;6
FEMENINO;20040519;80704;HUANCAVELICA;CHURCAMPA;EL CARMEN;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;11.6;2022-1;2022-1;20230926;24
MASCULINO;19930809;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;7;12.45;2016-1;2016-1;20230926;17
FEMENINO;20010625;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;2;13.77;2022-1;2022-1;20230926;25
FEMENINO;20031112;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;2;12.46;2022-1;2022-1;20230926;22
MASCULINO;19940903;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;8;9.06;2015-1;2015-1;20230926;22
MASCULINO;20001222;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;11.48;2021-1;2022-1;20230926;22
FEMENINO;19880104;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;11;12;2007-1;2007-1;20230926;12
MASCULINO;20020821;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
MASCULINO;20000520;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;10.61;2018-1;2018-1;20230926;21
MASCULINO;19990129;51107;AYACUCHO;SUCRE;SAN PEDRO DE LARCAY;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;3;13.45;2022-1;2022-1;20230926;21
MASCULINO;20041124;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
MASCULINO;19981210;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;5;13.76;2019-1;2019-1;20230926;19
FEMENINO;20001125;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;6;12.23;2000-1;2021-2;20230926;25
MASCULINO;19981019;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;1;0;2018-1;2018-1;20230926;22
MASCULINO;19920323;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;8;9.85;2019-1;2019-1;20230926;18
MASCULINO;20051010;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;1;0;2023-1;2023-1;20230926;22
MASCULINO;20040710;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
MASCULINO;20020826;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;11.65;2000-1;2022-1;20230926;21
MASCULINO;19940522;50109;AYACUCHO;HUAMANGA;VINCHOS;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;5.88;2015-1;2015-1;20230926;20
FEMENINO;20030902;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;5;12;2000-1;2022-1;20230926;22
FEMENINO;20040723;50401;AYACUCHO;LA MAR;SAN MIGUEL;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;13.75;2022-1;2022-1;20230926;22
MASCULINO;20020128;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;10.5;2022-1;2022-1;20230926;19
FEMENINO;20050108;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;2;14.14;2022-1;2022-1;20230926;22
MASCULINO;20020406;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;13.84;2022-1;2022-1;20230926;22
MASCULINO;19991129;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;3;13.35;2000-1;2022-1;20230926;26
MASCULINO;20030915;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;1;0;2023-1;2023-1;20230926;22
MASCULINO;19871117;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;10.14;2020-2;2022-1;20230926;15
FEMENINO;19990427;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;9;11.38;2018-1;2018-1;20230926;24
MASCULINO;19940530;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;9;11.07;2013-1;2013-1;20230926;20
MASCULINO;19911009;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;4;10.85;2020-2;2021-2;20230926;21
MASCULINO;19960629;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;7;9.36;2017-1;2017-1;20230926;21
MASCULINO;19990504;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;13.12;2018-1;2018-1;20230926;3
MASCULINO;19960920;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;9.8;2015-1;2015-1;20230926;3
FEMENINO;19970618;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;5;0;2017-1;2017-1;20230926;13
FEMENINO;20040423;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
MASCULINO;20020124;70910;CUSCO;LA CONVENCION;PICHARI;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;4.75;2021-1;2022-1;20230926;15
FEMENINO;20050702;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;1;0;2023-1;2023-1;20230926;22
MASCULINO;19831108;50506;AYACUCHO;LUCANAS;CHAVIÑA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;12;2017-1;2017-1;20230926;4
MASCULINO;20040712;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;1;0;2023-1;2023-1;20230926;22
MASCULINO;20011217;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;1;0;2023-1;2023-1;20230926;22
MASCULINO;19970310;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;9;2017-1;2017-1;20230926;21
FEMENINO;19990727;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;3;9.38;2000-1;2022-1;20230926;21
MASCULINO;19990110;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;1;0;2022-1;2022-1;20230926;21
MASCULINO;19970115;30101;APURIMAC;ABANCAY;ABANCAY;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
MASCULINO;19991128;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;12.54;2018-1;2018-1;20230926;16
MASCULINO;19960425;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;11;14.5;2017-1;2017-1;20230926;12
MASCULINO;19930706;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;9.57;2017-1;2017-1;20230926;22
MASCULINO;19951113;50201;AYACUCHO;CANGALLO;CANGALLO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;6;10.64;2019-1;2019-1;20230926;21
FEMENINO;20050707;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
FEMENINO;20050106;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;1;0;2023-1;2023-1;20230926;9
MASCULINO;20020828;50710;AYACUCHO;VICTOR FAJARDO;HUANCARAYLLA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;12.84;2021-1;2022-1;20230926;22
MASCULINO;20050723;50803;AYACUCHO;HUANCA SANCOS;SANTIAGO DE LUCANAMARCA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
MASCULINO;19941218;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;7.35;2016-1;2016-1;20230926;17
MASCULINO;20031220;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;12;0;2022-1;2022-1;20230926;22
MASCULINO;20000906;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;12.92;2020-2;2022-1;20230926;21
MASCULINO;19980723;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;4;12.5;2019-1;2019-1;20230926;22
MASCULINO;19930215;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;10.12;2015-1;2015-1;20230926;20
MASCULINO;20030902;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;1;0;2023-1;2023-1;20230926;21
FEMENINO;19990330;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;6;8.33;2018-1;2018-1;20230926;18
MASCULINO;20030204;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
MASCULINO;20020120;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;3;10.26;2000-1;2021-2;20230926;19
FEMENINO;20040202;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;1;0;2023-1;2023-1;20230926;22
MASCULINO;19981116;50201;AYACUCHO;CANGALLO;CANGALLO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;6;8.21;2018-1;2018-1;20230926;19
MASCULINO;20020615;50403;AYACUCHO;LA MAR;AYNA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;13.43;2022-1;2022-1;20230926;19
FEMENINO;20030904;50406;AYACUCHO;LA MAR;TAMBO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;13.1;2022-1;2022-1;20230926;21
FEMENINO;19950721;50409;AYACUCHO;LA MAR;SAMUGARI;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;9;9.52;2016-1;2016-1;20230926;21
MASCULINO;20031211;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
FEMENINO;19980627;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;11.62;2017-1;2017-1;20230926;22
MASCULINO;19890807;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;9.68;2013-1;2013-1;20230926;3
MASCULINO;19940302;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;8.87;2013-1;2013-1;20230926;10
FEMENINO;20020921;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;4;12.24;2020-2;2022-1;20230926;22
FEMENINO;20020920;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;1;0;2023-1;2023-1;20230926;22
FEMENINO;20010908;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;1;0;2023-1;2023-1;20230926;22
