SEXO;FECHA_NACIMIENTO;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;DISCAPACIDAD;PERIODO_MATRICULA;FACULTAD;ESCUELA_PROFESIONAL;CICLO;NOTA_PROMEDIO;PERIODO_INGRESO;PERIODO_PRIMERA_MATRICULA;FECHA_MATRICULA;CREDITOS_MATRICULADOS
FEMENINO;20010221;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;9.68;2021-1;2022-1;20230926;21
MASCULINO;19990310;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;9;14.71;2019-1;2019-1;20230926;21
FEMENINO;20000720;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;10;13.74;2018-1;2018-1;20230926;25
FEMENINO;20001016;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;3;13.18;2022-1;2022-1;20230926;18
FEMENINO;19990821;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;13.27;2022-1;2022-1;20230926;22
FEMENINO;20020719;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;7;14.38;2000-1;2022-1;20230926;21
MASCULINO;20021013;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
FEMENINO;19990816;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;14.82;2022-1;2022-1;20230926;22
MASCULINO;20020608;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;12.94;2021-1;2022-1;20230926;22
MASCULINO;19890228;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;12;4.67;2006-1;2006-1;20230926;2
FEMENINO;20001009;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;13.64;2022-1;2022-1;20230926;22
MASCULINO;20000627;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;12.95;2018-1;2018-1;20230926;23
MASCULINO;19951013;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;12;14.08;2017-1;2017-1;20230926;3
MASCULINO;20000201;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;9;13.67;2019-1;2019-1;20230926;21
MASCULINO;20010907;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
MASCULINO;19880614;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;4.18;2009-1;2009-1;20230926;10
FEMENINO;20041130;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
MASCULINO;19940528;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;13.5;2021-1;2022-1;20230926;18
MASCULINO;20030715;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
MASCULINO;19971012;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;10;12.48;2018-1;2018-1;20230926;25
MASCULINO;19991107;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;13.5;2020-2;2022-1;20230926;22
FEMENINO;20020112;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;3;14.35;2022-1;2022-1;20230926;22
FEMENINO;19990408;30701;APURIMAC;CHINCHEROS;CHINCHEROS;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;14.48;2018-1;2018-1;20230926;21
MASCULINO;20040629;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
MASCULINO;20021126;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;12.84;2021-1;2022-1;20230926;25
FEMENINO;19950807;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;12;12;2013-1;2013-1;20230926;4
FEMENINO;19970124;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;9.5;2016-1;2016-1;20230926;10
FEMENINO;20000110;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;14.19;2018-1;2018-1;20230926;21
MASCULINO;20020913;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;10.06;2021-1;2022-1;20230926;18
MASCULINO;19971021;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;10;12;2017-1;2017-1;20230926;15
FEMENINO;20041222;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
FEMENINO;20021214;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;7;9.54;2019-1;2019-1;20230926;22
FEMENINO;20011111;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;14.27;2022-1;2022-1;20230926;22
MASCULINO;19940308;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;14.18;2022-1;2022-1;20230926;22
MASCULINO;20030719;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;15.68;2022-1;2022-1;20230926;22
MASCULINO;19990529;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;9;13.76;2019-1;2019-1;20230926;23
FEMENINO;19980626;50112;AYACUCHO;HUAMANGA;SOCOS;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;10;10.44;2017-1;2017-1;20230926;22
MASCULINO;19971102;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;10;14.31;2018-1;2018-1;20230926;24
FEMENINO;20011126;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
FEMENINO;20030317;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;13.05;2021-1;2022-1;20230926;22
FEMENINO;20040222;80309;HUANCAVELICA;ANGARAES;SAN ANTONIO DE ANTAPARCO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;14.63;2022-1;2022-1;20230926;22
FEMENINO;19960225;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;7;12.65;2000-1;2022-1;20230926;21
FEMENINO;19990202;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;14.14;2017-1;2017-1;20230926;23
FEMENINO;20050712;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
MASCULINO;20000311;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;12.77;2020-2;2022-1;20230926;22
FEMENINO;20030420;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;7.15;2022-1;2022-1;20230926;20
MASCULINO;19990922;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;9;14.09;2019-1;2019-1;20230926;23
MASCULINO;20010404;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
FEMENINO;20011107;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;13.68;2020-2;2022-1;20230926;22
FEMENINO;19940831;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;12;14.08;2016-1;2016-1;20230926;11
FEMENINO;20030414;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;13;2019-1;2019-1;20230926;25
MASCULINO;20000310;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;9;14.14;2019-1;2019-1;20230926;21
MASCULINO;19971025;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;12.48;2018-1;2018-1;20230926;21
FEMENINO;20001008;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;13.05;2018-1;2018-1;20230926;21
FEMENINO;20010206;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;5;12.88;2020-2;2022-1;20230926;22
MASCULINO;19950206;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;10.11;2017-1;2017-1;20230926;15
FEMENINO;20040529;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;13.5;2022-1;2022-1;20230926;22
MASCULINO;20040505;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;15.32;2022-1;2022-1;20230926;22
MASCULINO;19981206;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;1.76;2017-1;2017-1;20230926;14
MASCULINO;20010311;50406;AYACUCHO;LA MAR;TAMBO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;13.77;2022-1;2022-1;20230926;22
MASCULINO;19970827;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;12;0;2022-1;2022-1;20230926;21
MASCULINO;19990325;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;3;13.59;2022-1;2022-1;20230926;26
MASCULINO;20000826;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;10.81;2018-1;2022-1;20230926;22
MASCULINO;20020109;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;3;14.43;2022-1;2022-1;20230926;26
MASCULINO;19891125;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;10.7;2009-1;2009-1;20230926;16
MASCULINO;19991217;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;13.24;2019-1;2019-1;20230926;24
MASCULINO;19940621;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;9;13.09;2019-1;2019-1;20230926;19
MASCULINO;20000124;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;7;14.5;2019-1;2019-1;20230926;21
MASCULINO;20020725;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;14.5;2022-1;2022-1;20230926;22
MASCULINO;20021227;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;5;12.83;2021-1;2022-1;20230926;22
MASCULINO;19970811;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;7;12.53;2021-1;2022-1;20230926;20
MASCULINO;19990716;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;14.23;2020-2;2022-1;20230926;22
MASCULINO;20000701;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;7;13.71;2000-1;2022-1;20230926;21
FEMENINO;20050329;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;3;14.62;2022-1;2022-1;20230926;26
FEMENINO;20030113;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;12.68;2021-1;2022-1;20230926;22
MASCULINO;20020122;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;13.44;2022-1;2022-1;20230926;22
FEMENINO;20000827;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;14.67;2018-1;2022-1;20230926;26
FEMENINO;19990708;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;10;13.86;2018-1;2018-1;20230926;25
MASCULINO;20020920;50208;AYACUCHO;CANGALLO;TOTOS;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;12.54;2020-2;2022-1;20230926;22
MASCULINO;20010716;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
MASCULINO;20010623;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;7;14.86;2019-1;2019-1;20230926;21
FEMENINO;20000224;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;13;2018-1;2018-1;20230926;21
FEMENINO;19970319;50211;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;6;13.59;2021-1;2022-1;20230926;25
FEMENINO;19921110;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;10;11.5;2012-1;2012-1;20230926;5
FEMENINO;20010929;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;13.27;2021-1;2022-1;20230926;22
FEMENINO;20010821;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;5;10.16;2021-1;2022-1;20230926;14
FEMENINO;19980926;50303;AYACUCHO;HUANTA;HUAMANGUILLA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;10;12.33;2017-1;2017-1;20230926;24
MASCULINO;20030820;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;13.56;2021-1;2022-1;20230926;22
MASCULINO;19941202;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;10;10.82;2017-1;2017-1;20230926;8
MASCULINO;19870724;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;10;8.07;2012-1;2012-1;20230926;15
FEMENINO;20011028;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;13.38;2018-1;2018-1;20230926;21
FEMENINO;20031025;50111;AYACUCHO;HUAMANGA;ACOCRO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
FEMENINO;20040210;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;3;14.86;2021-1;2022-1;20230926;22
FEMENINO;19980520;50206;AYACUCHO;CANGALLO;LOS MOROCHUCOS;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;13.05;2018-1;2018-1;20230926;19
MASCULINO;20010917;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;12.47;2019-1;2019-1;20230926;19
FEMENINO;19990417;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;11.45;2019-1;2019-1;20230926;20
FEMENINO;19870504;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;12;13.06;2006-1;2006-1;20230926;7
MASCULINO;19830414;50907;AYACUCHO;VILCAS HUAMAN;SAURAMA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;11.95;2010-1;2010-1;20230926;17
MASCULINO;19990528;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;11.77;2018-1;2018-1;20230926;22
MASCULINO;19920727;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;12;13.57;2009-1;2009-1;20230926;6
FEMENINO;20051224;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;14.64;2022-1;2022-1;20230926;22
MASCULINO;19891016;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;6.08;2007-1;2007-1;20230926;7
MASCULINO;19960616;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;7;12.79;2020-2;2022-1;20230926;16
FEMENINO;19970329;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;7;13.35;2020-2;2022-1;20230926;18
MASCULINO;20000911;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;10;12.29;2017-1;2017-1;20230926;13
MASCULINO;20000518;50406;AYACUCHO;LA MAR;TAMBO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;11.88;2020-2;2022-1;20230926;22
MASCULINO;20000603;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;9;13.05;2019-1;2019-1;20230926;24
MASCULINO;19980624;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;12.9;2022-1;2022-1;20230926;22
MASCULINO;20000217;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;6;12.96;2019-1;2019-1;20230926;26
MASCULINO;20010204;50101;AYACUCHO;HUAMANGA;AYACUCHO;SI;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;6;8.33;2018-1;2018-1;20230926;13
FEMENINO;20020605;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;3;12.25;2020-2;2022-1;20230926;22
MASCULINO;20011024;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;13.23;2022-1;2022-1;20230926;22
FEMENINO;20030913;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;14.5;2022-1;2022-1;20230926;22
FEMENINO;19990717;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;14.11;2018-1;2022-1;20230926;26
MASCULINO;20011010;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;8;14.6;2019-1;2019-1;20230926;5
FEMENINO;20030228;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;14.59;2022-1;2022-1;20230926;22
MASCULINO;20011014;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
MASCULINO;20010831;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;13.82;2020-2;2022-1;20230926;22
MASCULINO;20031126;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;14.37;2022-1;2022-1;20230926;22
MASCULINO;19920426;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;3;13.23;2022-1;2022-1;20230926;26
MASCULINO;20020604;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;3;13.62;2022-1;2022-1;20230926;22
MASCULINO;20031115;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
FEMENINO;19810721;50713;AYACUCHO;VICTOR FAJARDO;SARHUA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;12.33;2015-1;2015-1;20230926;12
FEMENINO;20010410;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;3;14.13;2022-1;2022-1;20230926;22
MASCULINO;19981120;50713;AYACUCHO;VICTOR FAJARDO;SARHUA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;5;12.96;2000-1;2022-1;20230926;21
FEMENINO;20030514;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
FEMENINO;19960327;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;6;2.45;2019-1;2019-1;20230926;12
MASCULINO;20020802;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
MASCULINO;19971109;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;13.57;2018-1;2018-1;20230926;23
MASCULINO;19970629;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;6;13.76;2000-1;2022-1;20230926;21
FEMENINO;20040312;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;1;0;2023-1;2023-1;20230926;21
MASCULINO;19971102;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;13.04;2018-1;2018-1;20230926;21
FEMENINO;19980824;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;12.05;2017-1;2017-1;20230926;9
MASCULINO;20020702;50109;AYACUCHO;HUAMANGA;VINCHOS;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;12.5;2022-1;2022-1;20230926;22
MASCULINO;20040808;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;2;14.41;2022-1;2022-1;20230926;22
FEMENINO;20020405;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;7;13.83;2000-1;2022-1;20230926;21
MASCULINO;19841220;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;11;5.43;2012-1;2012-1;20230926;7
FEMENINO;20001028;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;7;14.71;2000-1;2022-1;20230926;22
FEMENINO;20000922;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;9;14.3;2019-1;2019-1;20230926;17
MASCULINO;20021028;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;13.18;2020-2;2022-1;20230926;22
MASCULINO;20020606;80706;HUANCAVELICA;CHURCAMPA;LOCROJA;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;7;12.16;2019-1;2019-1;20230926;17
MASCULINO;19990530;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;DERECHO Y CIENCIAS POLITICAS;DERECHO;4;13.41;2020-2;2022-1;20230926;22
